Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Under 30,Gender,Senior Citizen,Married,Dependents,Number of Dependents
Yes,9,40,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,808.95,0,0,918.4,Yes,Male,No,Yes,Yes,1
No,0,39,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,47.85,1886.4,0,1547,987.87,Yes,Female,No,No,No,0
Yes,7,72,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.75,1679.25,0,0,1522.08,No,Female,No,Yes,Yes,1
No,0,12,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,540.95,0,0,78.72,No,Female,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,5.32,No,Male,No,No,No,0
No,0,27,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,537.35,0,0,819.72,Yes,Male,No,No,Yes,2
Yes,7,34,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,678.8,0,0,885.02,No,Male,No,Yes,No,0
Yes,9,56,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,80.3,4513.65,0,677,237.44,No,Female,No,Yes,No,0
No,0,58,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.35,1423.85,0,0,2239.96,No,Female,No,No,No,0
Yes,9,22,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,555.4,0,0,571.56,No,Female,No,Yes,Yes,3
Yes,10,10,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,225.55,0,0,185.7,Yes,Female,No,Yes,Yes,2
No,0,13,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,268.45,0,0,20.93,Yes,Male,No,No,No,0
Yes,1,72,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.7,1492.1,0,0,1563.84,Yes,Male,No,Yes,No,0
No,0,2,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,70.3,132.4,0,64,47.04,Yes,Male,No,No,No,0
Yes,1,4,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.55,284.9,0,66,148.92,No,Male,No,Yes,Yes,1
No,0,37,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,784.25,0,0,980.13,Yes,Female,No,No,No,0
No,0,21,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,417.7,0,0,722.19,No,Male,No,No,No,0
No,0,3,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.15,160.85,0,95,52.26,Yes,Male,No,No,No,0
Yes,3,71,No,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,58.65,4145.25,0,332,0,No,Female,No,Yes,No,0
No,0,9,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,827.45,0,25,277.2,No,Male,No,No,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.5,49.5,0,0,16.99,No,Female,No,No,No,0
Yes,5,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.1,5585.4,0,111.71,778.87,No,Male,No,Yes,No,0
No,0,64,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.4,1601.2,0,0,1019.52,No,Female,No,No,No,0
No,0,4,No,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,40.05,162.45,0,21,0,No,Male,No,No,No,0
No,0,23,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,470.2,0,0,321.54,No,Female,No,No,No,0
Yes,3,39,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,51.05,2066,0,227,587.34,No,Female,No,Yes,Yes,2
Yes,1,28,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,54.35,1426.45,0,0,941.64,Yes,Male,No,Yes,No,0
No,0,37,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0,0,1067.08,No,Male,No,No,No,0
No,0,47,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,One Year,No,Credit Card,94.9,4615.25,0,3185,1891.75,No,Female,No,No,No,0
Yes,8,50,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.75,3557.7,0,818,510.5,No,Female,No,Yes,Yes,3
Yes,1,27,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0,0,365.85,No,Male,No,Yes,Yes,2
Yes,4,62,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.65,1416.75,0,0,552.42,No,Female,No,Yes,No,0
Yes,4,71,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.85,5924.4,0,0,442.33,Yes,Female,No,Yes,No,0
No,0,66,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1697.7,0,0,3242.58,No,Male,No,No,No,0
Yes,5,68,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.7,7849.85,0,0,2216.12,No,Male,No,Yes,Yes,1
No,0,13,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,649.4,0,0,0,No,Female,No,No,No,0
Yes,3,56,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,4557.5,0,0,2586.08,No,Male,No,Yes,No,0
No,0,16,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.3,360.35,0,0,704.8,No,Female,No,No,No,0
No,0,14,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,1046.5,0,0,322,No,Female,No,Yes,Yes,2
No,0,8,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.25,447.75,0,0,342.24,No,Female,No,No,No,0
Yes,8,43,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.3,4209.95,0,0,225.75,Yes,Female,No,Yes,Yes,2
No,0,52,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74,3877.65,0,81.43,1111.76,No,Female,No,No,No,0
No,0,3,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,152.3,0,0,84.57,No,Male,No,No,No,0
No,0,29,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,572.2,0,0,1337.48,No,Male,No,No,No,0
Yes,1,16,No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,35.5,552.7,0,0,0,No,Female,No,Yes,Yes,3
No,0,40,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,80.75,3208.65,0,610,1353.2,No,Female,No,No,No,0
No,0,36,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,620.75,0,0,1487.88,No,Female,No,No,No,0
Yes,10,26,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,505.9,0,0,1177.28,No,Male,No,Yes,No,0
Yes,6,34,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,0,127,1382.78,No,Female,No,Yes,No,0
No,0,10,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,62.25,612.95,0,104,76.5,No,Male,No,No,No,0
No,0,14,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,55.7,795.15,0,207,387.52,No,Female,No,No,No,0
Yes,7,47,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,973.1,0,0,307.38,No,Male,No,Yes,No,0
Yes,2,24,Yes,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0,0,245.52,No,Male,No,Yes,No,0
No,0,22,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,56.75,1304.85,0,0,0,No,Male,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,21.1,0,0,18.81,No,Male,No,No,No,0
Yes,2,59,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0,2958,2836.13,No,Female,No,Yes,Yes,5
Yes,9,58,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,No,Female,No,Yes,No,0
Yes,3,3,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,38,5.01,No,Female,No,Yes,Yes,2
No,0,32,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,No,Male,No,No,No,0
Yes,5,10,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,257.5,0,0,228.3,No,Male,No,Yes,Yes,1
No,0,52,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,1012.4,46.07,0,429,No,Female,No,Yes,No,0
No,0,32,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,69.16,198.4,No,Male,No,No,No,0
No,0,16,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,74.75,1129.35,39.99,181,208.64,No,Female,No,No,No,0
No,0,51,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,107.45,5680.9,14.76,341,384.54,No,Female,No,No,No,0
No,0,29,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2243.9,2.24,60.59,107.01,No,Male,No,No,No,0
Yes,1,70,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,Yes,Male,No,Yes,No,0
Yes,4,71,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,422.42,2283.36,Yes,Female,No,Yes,Yes,2
Yes,4,41,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,1448,556.78,Yes,Male,No,Yes,No,0
No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0,0,5.93,No,Male,No,No,No,0
Yes,4,7,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,580.1,47.36,0,85.12,No,Female,No,Yes,No,0
Yes,10,67,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,89.55,6038.55,33.76,664,1225.43,No,Male,No,Yes,Yes,1
Yes,3,5,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,55.7,259.4,0,31,94.85,No,Male,No,Yes,Yes,1
No,0,15,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.8,324.15,12.8,0,488.1,No,Male,No,No,Yes,3
Yes,4,20,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,417.65,9.73,0,772,Yes,Female,No,Yes,Yes,3
Yes,9,54,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,5637.85,23.01,0,391.5,No,Male,No,Yes,Yes,3
No,0,42,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.55,839.4,12.16,0,2033.22,No,Male,No,No,No,0
Yes,3,9,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0,0,61.02,Yes,Female,No,Yes,No,0
No,0,63,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253,0,0,2378.88,Yes,Female,No,No,No,0
Yes,10,69,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1641.8,45.75,0,2744.82,No,Female,No,Yes,No,0
No,0,69,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1678.05,28.42,0,2518.5,Yes,Female,No,No,No,0
Yes,7,40,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2058.5,37.03,0,972,No,Male,No,Yes,No,0
No,0,60,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,60.61,0,No,Male,No,No,No,0
Yes,3,32,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,3145.9,0,28.31,1532.48,No,Male,No,Yes,No,0
No,0,39,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Two Year,Yes,Credit Card,53.85,2200.7,46.66,352,210.6,No,Male,No,No,No,0
No,0,38,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,No,Female,No,No,No,0
No,0,52,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,89.45,4577.75,18.89,778,785.2,No,Male,No,No,No,0
Yes,1,48,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,No,Female,No,Yes,Yes,3
Yes,7,70,No,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,1243,0,Yes,Male,No,Yes,No,0
No,0,20,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76,No,Male,No,No,No,0
No,0,50,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,82.5,4179.1,21.35,84,1062.5,No,Female,No,No,No,0
Yes,5,25,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,61.6,1611,44.9,306,161.25,No,Male,No,Yes,No,0
No,0,12,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,No,Male,No,No,No,0
Yes,4,23,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,66.25,1533.8,23.92,890,262.2,Yes,Female,No,Yes,No,0
No,0,27,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,529.8,0,0,557.82,Yes,Male,No,No,No,0
Yes,9,26,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.15,515.75,0,0,1139.84,No,Male,No,Yes,Yes,2
No,0,2,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,48.35,0,0,42.36,No,Male,No,No,Yes,1
Yes,10,26,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.95,2070.05,0,559,1116.7,Yes,Female,No,Yes,Yes,3
Yes,7,63,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,1209.25,0,0,2954.7,No,Female,No,Yes,Yes,2
Yes,9,71,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1396.25,0,0,1657.14,No,Male,No,Yes,Yes,2
Yes,7,11,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.15,723.35,0,42.68,183.81,Yes,Male,No,Yes,Yes,2
No,0,13,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.95,1161.75,0,0,481.39,No,Female,No,No,No,0
No,0,6,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,98.35,0,0,101.46,No,Male,No,No,Yes,2
Yes,5,18,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,56.8,1074.65,0,322,23.04,Yes,Male,No,Yes,No,0
Yes,6,32,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,2324.7,0,0,617.6,Yes,Female,No,Yes,No,0
No,0,29,No,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,35.6,1072.6,0,0,0,No,Male,No,No,No,0
No,0,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.25,170.5,0,0,60.3,No,Female,No,No,No,0
No,0,41,No,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0,352,0,No,Female,No,No,No,0
No,0,1,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.85,18.85,0,0,7.8,No,Female,No,No,No,0
No,0,7,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,54.85,370.4,0,89,39.27,No,Male,No,No,No,0
No,0,52,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0,61.39,219.44,No,Female,No,Yes,No,0
Yes,7,45,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.65,1138.8,0,0,904.95,No,Female,No,Yes,Yes,1
Yes,4,70,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,76.1,5264.25,0,474,2335.9,No,Male,No,Yes,No,0
No,0,53,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,18.7,1005.7,0,0,546.96,No,Female,No,No,No,0
Yes,8,60,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,94.1,5475.9,0,1040,932.4,No,Female,No,Yes,No,0
No,0,67,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,72.35,4991.5,0,0,361.13,No,Female,No,No,No,0
No,0,25,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,510.8,0,0,179.25,No,Male,No,No,No,0
No,0,5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,53.8,283.95,0,62,247,No,Female,No,No,No,0
No,0,26,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,51.55,1295.4,0,0,641.42,Yes,Male,No,No,No,0
Yes,1,1,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,19.65,0,0,23.41,Yes,Male,No,Yes,No,0
Yes,1,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114,8093.15,0,0,2337.84,No,Male,No,Yes,Yes,3
No,0,14,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,54.25,773.2,0,0,294.42,No,Female,No,No,No,0
No,0,13,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80,1029.35,0,0,437.97,No,Female,No,No,No,0
No,0,46,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,3593.8,0,7.19,2154.18,No,Female,No,No,No,0
No,0,39,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,49.8,1971.15,0,0,153.27,No,Male,No,No,No,0
No,0,57,No,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,53.75,3196,0,0,0,No,Male,No,No,No,0
Yes,1,53,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,93.45,4872.2,0,3995,2032.55,Yes,Female,No,Yes,No,0
Yes,1,18,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.9,1500.5,0,0,434.88,No,Male,No,Yes,Yes,1
Yes,1,58,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.05,3478.75,0,27.83,1528.88,No,Female,No,Yes,No,0
No,0,35,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.25,3532,0,0,1274.7,No,Female,No,No,No,0
No,0,3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0,0,89.52,Yes,Male,No,No,No,0
No,0,38,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.85,3887.25,0,1011,164.92,No,Male,No,No,No,0
No,0,35,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,69.15,2490.15,0,0,177.1,No,Male,No,Yes,No,0
No,0,47,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,74.45,3510.3,0,421,163.09,No,Female,No,No,No,0
No,0,14,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.45,765.45,0,0,549.08,Yes,Female,No,No,No,0
Yes,1,66,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.25,5538.35,0,0,2828.1,No,Male,No,Yes,No,0
Yes,1,15,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,340.85,0,0,597.6,Yes,Male,No,Yes,No,0
No,0,42,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.75,844.45,0,0,769.02,Yes,Female,No,No,No,0
Yes,1,17,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.9,1348.95,0,0,359.55,No,Female,No,Yes,No,0
No,0,37,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,104.5,3778,0,2229,1432.64,Yes,Male,No,No,No,0
No,0,12,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.4,611.65,0,0,205.68,Yes,Female,No,No,No,0
No,0,60,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25,1505.05,0,0,2364.6,No,Female,No,No,No,0
Yes,9,18,No,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.55,467.85,0,243,0,Yes,Male,No,Yes,Yes,2
No,0,3,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,194.2,0,0,16.89,No,Female,No,No,No,0
No,0,9,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.4,571.45,0,41.72,150.93,Yes,Female,No,No,Yes,3
Yes,1,56,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,93.15,5253.95,0,47.29,2258.48,No,Male,No,Yes,No,0
No,0,7,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,521.35,0,0,62.65,Yes,Male,No,No,No,0
Yes,5,69,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1412.65,0,0,2931.81,Yes,Female,No,Yes,Yes,2
Yes,3,54,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,1090.6,0,0,1063.8,No,Male,No,Yes,Yes,3
Yes,6,62,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,23.75,1446.8,0,0,2001.36,Yes,Male,No,Yes,No,0
Yes,9,62,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,70.45,4300.45,0,1763,2265.48,Yes,Female,No,Yes,Yes,3
